ServerName,DatabaseName,DatabaseFileName,FileType,TimeDataCollected,CounterName,AggregatorType,Value
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FNW,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FNR,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FNR,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FNR,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FNR,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FRL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FRL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FRL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FRL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FWL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FWL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FWL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:48,FWL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNW,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNW,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNW,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNW,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNR,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNR,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNR,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FNR,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FRL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:48,FWL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCS,Mean,5.09
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCS,Occurence,2
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCS,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCS,Max,5.09
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCP,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCP,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCP,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:48,DCP,Max,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,ICP,Mean,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,ICP,Occurence,2
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,ICP,Variance,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,ICP,Max,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IM,Mean,573
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IM,Occurence,2
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IM,Variance,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IM,Max,573
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IMP,Mean,100
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IMP,Occurence,2
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IMP,Variance,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:48,IMP,Max,100
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNW,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNW,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNW,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNW,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNR,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNR,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNR,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FNR,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FRL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:51,FWL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNW,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNW,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNW,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNW,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNR,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNR,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNR,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FNR,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FRL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWL,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWL,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWL,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks_log.ldf,LOG,2022-08-05 15:25:51,FWL,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCS,Mean,5.09
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCS,Occurence,2
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCS,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCS,Max,5.09
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCP,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCP,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCP,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,,,2022-08-05 15:25:51,DCP,Max,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,ICP,Mean,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,ICP,Occurence,2
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,ICP,Variance,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,ICP,Max,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IM,Mean,573
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IM,Occurence,2
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IM,Variance,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IM,Max,573
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IMP,Mean,100
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IMP,Occurence,2
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IMP,Variance,0
LAPTOP-7ARP8SUO,,,,2022-08-05 15:25:51,IMP,Max,100
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FRM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FRM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FRM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FRM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FWM,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FWM,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FWM,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FWM,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FNW,Mean,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FNW,Occurence,1
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FNW,Variance,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FNW,Max,0
LAPTOP-7ARP8SUO,AdventureWorks,C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\DATA\AdventureWorks.mdf,ROWS,2022-08-05 15:25:58,FNR,Mean,0
